year,combinedStatus,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,type,lastStatus,typeOfDeath,status,employedAs,organizations,jobs,coverage,mediums,country,location,region,state,locality,province,localOrForeign,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,accountabilityAssignment,impunityMurder,tortured,captive,threatened,charges,motive,lengthOfSentence,healthProblems,impCountry,entry,sentenceDate,sentence,locationImprisoned
,Confirmed,Paúl Rivas Bravo,,Ecuador,,,Male,https://cpj-photos.s3.amazonaws.com/Ec_Rivas1-2018-05-01-1525211993321.jpg,Rivas Family,Journalist,Killed,Murder,Killed,Staff,El Comercio,Photographer,"Culture,Human Rights,Politics,Sports",Print,Colombia,,,,,,Foreign,Political Group,Confirmed,,,Complete Impunity,Yes,Yes,No,,,,,,,,,
,Confirmed,Rob Hiaasen,,USA,,,Male,https://cpj-photos.s3.amazonaws.com/CG-rob-hiaase_2-2018-07-02-1530566247791.jpg,Baltimore Sun Media Group,Journalist,Killed,Murder,Killed,Staff,Capital Gazette,"Columnist/Commentator,Editor","Business,Culture,Politics,Sports","Internet,Print",USA,"Annapolis, Maryland",,Maryland,"Annapolis, Maryland",,Local,Local Residents,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Sabawoon Kakar,,Afghanistan,,,Male,,,Journalist,Killed,Murder,Killed,Staff,"Radio Azadi,Radio Free Europe/Radio Liberty",Producer,"Culture,Politics,War","Print,Radio,Internet,Television",Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Saleem Talash,,Afghanistan,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Mashal TV,Broadcast Reporter,"Politics,War",Television,Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Sandeep Sharma,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,News World,Broadcast Reporter,Corruption,Television,India,Ghazipur district,,Ghazipur district,,Uttar Pradesh,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Shah Marai,,Afghanistan,,,Male,https://cpj-photos.s3.amazonaws.com/Marai-KilledCap-2018-05-02-1525271756917.jpg,AFP,Journalist,Killed,Murder,Killed,Staff,Agence France-Presse,Photographer,War,"Print,Internet",Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Shujaat Bukhari,,India,,,Male,https://cpj-photos.s3.amazonaws.com/Bukhari%202%20AP-2018-06-22-1529700255957.jpg,AP/Bikas Das,Journalist,Killed,Murder,Killed,Staff,Rising Kashmir,"Editor,Print Reporter","Human Rights,Politics",Print,India,Srinagar city,,Jammu and Kashmir,Srinagar city,,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Wendi Winters,,USA,,,Female,https://cpj-photos.s3.amazonaws.com/CG_wendi-winters_2-2018-07-02-1530566269734.jpg,Baltimore Sun Media Group,Journalist,Killed,Murder,Killed,Staff,Capital Gazette,"Internet Reporter,Print Reporter","Business,Culture,Sports","Internet,Print",USA,"Annapolis, Maryland",,Maryland,"Annapolis, Maryland",,Local,Local Residents,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Yar Mohammad Tokhi,,Afghanistan,,,Male,,,Journalist,Killed,Murder,Killed,Staff,TOLO News,Camera Operator,"Politics,War","Internet,Television",Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Yaser Murtaja,,Israel and the Occupied Palestinian Territory,,,Male,https://cpj-photos.s3.amazonaws.com/FB-IOPT-2018-04-10-1523368616649.jpg,Facebook/Yaser Murtaja,Journalist,Killed,Dangerous Assignment,Killed,Staff,Ain Media,"Camera Operator,Photographer,Producer","Human Rights,Politics","Internet,Television",Israel and the Occupied Palestinian Territory,Khan Yunis,,Gaza Strip,Khan Yunis,,Local,Military Officials,Confirmed,,No,,,,,,,,,,,,,
2017,Confirmed,Abdul Hakim Shimul,,Bangladesh,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Samakal,Print Reporter,Politics,Print,Bangladesh,Shahjadpur,,,Shahjadpur,,Local,Government Officials,Confirmed,,,Complete Impunity,,,,,,,,,,,,
,Confirmed,Abdullahi Osman Moalim,,Somalia,,,Male,,,Journalist,Killed,Murder,Killed,Staff,"Jubbaland TV, Codka Hiraan",Broadcast reporter,Politics,"Radio,Television",Somalia,Beledweyne,,Hiraan,Beledweyne,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Alaa Kraym (Mohammed al-Qabouni),,Syria,,,Male,,,Journalist,Killed,Crossfire,Killed,Freelance,Qaboun Media Center,"Camera Operator,Photographer,Internet Reporter","War,Human Rights",Internet,Syria,Qaboun,,,Qaboun,,Local,Military Officials,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Ali Nur Siad,,Somalia,,,Male,https://cpj-photos.s3.amazonaws.com/Ali-Killed-2017-11-01-1509569705517.jpg,Bakar Hassan Abdi,Journalist,Killed,Dangerous Assignment,Killed,Freelance,Voice of America,Camera Operator,"Politics,Culture,Human Rights,Sports,Business",Television,Somalia,Mogadishu,,,Mogadishu,,Local,Political Group,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Arkan Sharifi,,Iraq,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Kurdistan TV,Camera Operator,"Politics,War",Television,Iraq,Daquq,,,Daquq,Kirkuk,Local,"Political Group,Paramilitary Group",Confirmed,,,Complete Impunity,Yes,No,No,,,,,,,,,
,Confirmed,Cecilio Pineda Birto,,Mexico,,,Male,,,Journalist,Killed,Murder,Killed,Freelance,Freelance,"Internet Reporter,Print Reporter","Crime,Corruption","Print,Internet",Mexico,"Ciudad Altamirano, Guerrero",,,"Ciudad Altamirano, Guerrero",,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Christopher Allen,,USA,,,Male,https://cpj-photos.s3.amazonaws.com/ChrisAllen_EELUKS-1-2017-09-05-1504629172625.jpg,Eddie Einbender-Luks,Journalist,Killed,Crossfire,Killed,Freelance,Freelance,"Photographer,Internet Reporter,Print Reporter","War,Corruption,Politics","Print,Internet",South Sudan,Kaya,,Yei River,Kaya,,Foreign,Military Officials,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Christopher Iban Lozada,,Philippines,,,Male,,,Journalist,Killed,Murder,Killed,Staff,DBXF Prime Broadcasting Network,Broadcast Reporter,"Corruption,Politics",Radio,Philippines,,,,,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Daphne Caruana Galizia,,Malta,,,Female,https://cpj-photos.s3.amazonaws.com/AFP-Galizia-1-2017-10-18-1508361773940.jpg,AFP/Matthew Mirabelli,Journalist,Killed,Murder,Killed,Freelance,Running Commentary,Internet Reporter,"Business,Corruption,Crime,Human Rights,Politics",Internet,Malta,,,,,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Dilshan Ibash,,Syria,,,Female,https://cpj-photos.s3.amazonaws.com/Killed-Cap-Dilshan-Ibash-2017-10-18-1508360812692.jpg,Dilshan Ibash,Journalist,Killed,Crossfire,Killed,Staff,Hawar News Agency (ANHA),"Broadcast Reporter,Internet Reporter",War,"Television,Internet",Syria,Abu Fas Village,,,Abu Fas Village,,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Dmitry Popkov,,Russia,,,Male,https://cpj-photos.s3.amazonaws.com/Dmitrii-Popkov-2017-06-30-1498839899942.jpg,Yulia Mullabayeva/Ton-M,Journalist,Killed,Murder,Killed,Staff,Ton-M,"Editor,Print Reporter","Corruption,Politics","Print,Internet",Russia,Minusinsk,Siberia,,Minusinsk,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Edgar Daniel Esqueda Castro,,Mexico,,,Male,https://cpj-photos.s3.amazonaws.com/Mexico-killed-2017-11-01-1509570467051.jpg,Jan-Albert Hootsen,Journalist,Killed,Murder,Killed,Freelance,Freelance,Photographer,"Crime,Culture",Internet,Mexico,San Luis Potosí,,San Luis Potosí,San Luis Potosí,,Local,"Criminal Group,Government Officials",Confirmed,,,Complete Impunity,Yes,Yes,Yes,,,,,,,,,
,Confirmed,Gauri Lankesh,,India,,,Female,https://cpj-photos.s3.amazonaws.com/AFP-Lankesh-1-2017-09-07-1504816619926.jpg,(AFP/Punit Paranjpe),Journalist,Killed,Murder,Killed,Staff,Gauri Lankesh Patrike,"Publisher / Owner,Columnist / Commentator","Corruption,Human Rights,Politics","Print,Internet",India,Bangalore,,Karnataka,Bangalore,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Habibollah Hosseinzadeh,,Afghanistan,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Press TV,Camera Operator,War,Television,Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Harb Hazzah al-Duleimi,,Iraq,,,Male,,,Journalist,Killed,Crossfire,Killed,Staff,Hona Salaheddin,Broadcast Reporter,"Culture,Human Rights,Politics,War,Sports",Television,Iraq,"Imam Gharbi, near Mosul",,,"Imam Gharbi, near Mosul",,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Hawker Faisal Mohammed,,Syria,,,Male,https://cpj-photos.s3.amazonaws.com/Killed-Cap-Hawker-Faisal-%20Mohammed-2017-10-18-1508362507681.jpg,Hawker Faisal Mohammed,Journalist,Killed,Crossfire,Killed,Staff,Hawar News Agency (ANHA),"Broadcast Reporter,Camera Operator",War,"Television,Internet",Syria,Abu Fas Village,,,Abu Fas Village,,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Hussain Nazari,,Afghanistan,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Rah-E-Farda Radio and Television,Camera Operator,Politics,"Radio,Television",Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Javier Valdez Cárdenas,,Mexico,,,Male,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/11222011JavierValdezCardenasAFPGettyMichaelNagle.jpg,AFP/Getty,Journalist,Killed,Murder,Killed,Staff,Ríodoce,"Internet Reporter,Print Reporter","Corruption,Crime,Politics","Print,Internet",Mexico,"Culiacán, Sinaloa",,,"Culiacán, Sinaloa",,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Joaquin Briones,,Philippines,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Remate,Print Reporter,"Crime,Politics",Print,Philippines,"Milagros, Masbate",,,"Milagros, Masbate",,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Karam Kabishou,,Syria,,,Male,,,Journalist,Killed,Crossfire,Killed,Staff,Sama TV,Camera Operator,"War,Culture",Television,Syria,Umm Haratin,,,Umm Haratin,Idlib,Local,"Political Group,Paramilitary Group",Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Khaled al-Khateb,,Syria,,,Male,,,Journalist,Killed,Crossfire,Killed,Freelance,RT,"Broadcast Reporter,Camera Operator",War,Television,Syria,Sukhna,,,Sukhna,Homs,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Kim Wall,,Sweden,,,Female,https://cpj-photos.s3.amazonaws.com/Kim%20Wall-1-2017-08-30-1504125125586.jpg,Tom Wall,Journalist,Killed,Dangerous Assignment,Killed,Freelance,Freelance,Print Reporter,"Culture,Human Rights,Politics",Print,Denmark,Copenhagen,,,Copenhagen,,Foreign,Local Residents,Confirmed,,Yes,,,,,,,,,,,,,
,Confirmed,Louay Sadiq Meshaal,,Iraq,,,Male,,,Journalist,Killed,Crossfire,Killed,Staff,Al-Nujaba TV,"Photographer,Camera Operator",War,"Internet,Television",Iraq,Salman,Salahuddin Governorate,,Salman,Kirkuk,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Luís Gustavo da Silva,,Brazil,,,Male,,,Journalist,Killed,Murder,Killed,Freelance,Freelance,Internet Reporter,"Corruption,Crime",Internet,Brazil,Aquiraz,,Ceará,Aquiraz,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,María Efigenia Vásquez Astudillo,,Colombia,,,Female,,,Journalist,Killed,Crossfire,Killed,Staff,Renacer Kokonuko,Broadcast Reporter,Culture,Radio,Colombia,,,,,,Local,"Local Residents,Military Officials",Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Maximino Rodríguez,,Mexico,,,Male,,,Journalist,Killed,Murder,Killed,Freelance,Freelance,"Columnist / Commentator,Internet Reporter","Corruption,Crime,Politics",Internet,Mexico,"La Paz, Baja California Sur",,,"La Paz, Baja California Sur",,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Miroslava Breach Velducea,,Mexico,,,Female,,,Journalist,Killed,Murder,Killed,Staff,La Jornada,"Print Reporter,Internet Reporter","Crime,Politics","Print,Internet",Mexico,Chihuahua,,,Chihuahua,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Mohamed Abazied (George Samara),,Syria,,,Male,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/AbaziedMoawyaAlZoaby.jpg,Photo: Moawya Al-Zoaby,Journalist,Killed,Crossfire,Killed,Staff,Nabd Syria Satellite Station/ Syria Media Organization (SMO),Broadcast Reporter,War,"Television,Internet",Syria,Daraa,,,Daraa,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Nikolai Andrushchenko,,Russia,,,Male,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/10092916RussiaStPeteNikolaiAndrushchenko-DenisUsovVERT.jpg,Denis Usov,Journalist,Killed,Murder,Killed,Staff,Novy Peterburg,"Internet Reporter,Print Reporter","Corruption,Politics","Print,Internet",Russia,St. Petersburg,,,St. Petersburg,,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Osama Nasr al-Zoabi,,Syria,,,Male,https://cpj-photos.s3.amazonaws.com/Syria-1-2017-09-01-1504292013263.jpg,Syrian Media Organization,Journalist,Killed,Crossfire,Killed,Staff,Syrian Media Organization (SMO),"Broadcast Reporter,Camera Operator",War,"Internet,Television",Syria,Daraa,,,,Daraa,Local,Military Officials,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Qais al-Jazar (Qais al-Qadhi),,Syria,,,Male,,,Journalist,Killed,Crossfire,Killed,Staff,Al-Jisr TV,"Camera Operator,Editor,Broadcast Reporter",War,Television,Syria,Homouria,,,Homouria,,Local,Military Officials,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Rajesh Mishra,,India,,,Male,,,Journalist,Killed,Murder,Killed,Freelance,Dainik Jagran,Print Reporter,"Corruption,Crime",Print,India,"Brahmanpur Chatti, Ghazipur district",,Uttar Pradesh,"Brahmanpur Chatti, Ghazipur district",,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Salvador Adame Pardo,,Mexico,,,Male,,,Journalist,Killed,Murder,Killed,Staff,6TV,"Broadcast Reporter,Publisher/Owner","Corruption,Politics",Television,Mexico,"Between May 18 and June 26, 2017",,Michoacán,"Between May 18 and June 26, 2017",,Local,"Criminal Group,Government Officials",Confirmed,,,Complete Impunity,No,Yes,No,,,,,,,,,
,Confirmed,Sayed Mehdi Husaini,,Afghanistan,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Jomhor News Agency,Internet Reporter,Culture,Internet,Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Sayeed Khuda Dad Ahamdi,,Afghanistan,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Afghan Voice Agency,"Print Reporter,Internet Reporter",Culture,"Internet,Television",Afghanistan,Kabul,,,Kabul,,Local,Political Group,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Shantanu Bhowmik,,India,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Dinraat,Broadcast Reporter,Politics,Television,India,West Tripura district,,Tripura,West Tripura district,,Local,Mob Violence,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Shifa Zikri Ibrahim (Shifa Gardi),,Iraq,,,Female,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/02262017ShifaGardiAFPGettySafinHamid.jpg,(AFP/Getty/Safin Hamid),Journalist,Killed,Crossfire,Killed,Staff,Rudaw TV,Broadcast Reporter,War,Television,Iraq,Mosul,,,Mosul,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Stephane Villeneuve,,France,,,Male,,,Journalist,Killed,Crossfire,Killed,Freelance,#5BisProduction,Camera Operator,War,"Television,Internet",Iraq,Mosul,,,Mosul,,Foreign,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Sudad Faris,,Iraq,,,Male,,,Journalist,Killed,Crossfire,Killed,Staff,Salaheddin TV,"Camera Operator,Producer","Corruption,Culture,Human Rights,War",Television,Iraq,"Imam Gharbi, near Mosul",,,"Imam Gharbi, near Mosul",,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Sudip Dutta Bhaumik,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Syandan Patrika,Print Reporter,"Politics,Corruption",Print,India,West Tripura district,,Tripura state,West Tripura district,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Suhaib al-Heeti,,Iraq,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Freelance,Asiasat,Broadcast Reporter,"Politics,War,Human Rights,Culture",Television,Iraq,Heet,,,Heet,Anbar,Local,Political Group,Confirmed,,No,,,,,,,,,,,,,
,Confirmed,Taimoor Khan,,Pakistan,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Samaa TV,Camera Operator,"Crime,Politics",Television,Pakistan,Karachi,,,Karachi,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Takieddin al-Hudhaifi,,Yemen,,,Male,,,Journalist,Killed,Crossfire,Killed,Freelance,Al-Akhbariya,"Camera Operator,Photographer",War,Television,Yemen,Taiz,,,Taiz,,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Veronique Robert,,France,Switzerland,,Female,,,Journalist,Killed,Crossfire,Killed,Staff,#5BisProduction,"Camera Operator,Photographer","War,Human Rights","Television,Internet",Iraq,Mosul,,,Mosul,,Foreign,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Wael al-Absi,,Yemen,,,Male,,,Journalist,Killed,Crossfire,Killed,Freelance,Yemen TV,"Camera Operator,Photographer","War,Human Rights",Television,Yemen,Taiz,,,Taiz,,Local,Political Group,Confirmed,No,,,,,,,,,,,,,,
,Confirmed,Yameen Rasheed,,Maldives,,,Male,,,Journalist,Killed,Murder,Killed,Staff,The Daily Panic,"Columnist/Commentator,Publisher/Owner","Corruption,Politics",Internet,Maldives,Malé,,,Malé,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
2016,Confirmed,Abdelqadir Fassouk,,Libya,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Abdelqadir-Fassouk250.jpg,Courtesy Arraed TV,Journalist,,Crossfire,Killed,Staff,Arraed Satellite TV,"Camera Operator,Photographer",War,"Print,Television",Libya,Sirte,,,Sirte,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Abdiaziz Ali,,Somalia,,,Male,,,Journalist,,Murder,Killed,Staff,Radio Shabelle,Broadcast Reporter,"Corruption,Human Rights,War",Radio,Somalia,Mogadishu,,,Mogadishu,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Abdul Salam Kanaan,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,Al-Jisr TV,Broadcast Reporter,War,Television,Syria,Zafraneh,,,Zafraneh,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Abdullah Mohammad Ghannam,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,Shahba Press Agency,"Photographer,Internet Reporter","Human Rights,War",Internet,Syria,"Kafr Hamra, Aleppo",,,"Kafr Hamra, Aleppo",,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ahmad Hallak,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,Al-Buraq Media Institution,"Photographer,Internet Reporter",War,Internet,Syria,Aleppo,,,Aleppo,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ahmed al-Shaibani,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Freelance,"Yaman News, Yemen TV","Camera Operator,Photographer,Internet Reporter",War,"Television,Internet",Yemen,Taiz,,,Taiz,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ahmet Haceroğlu,,Iraq,,,Male,,,Journalist,,Crossfire,Killed,Staff,Türkmeneli TV,Producer,"Politics,War",Television,Iraq,Kirkuk,,,Kirkuk,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ali Mahmud,,Iraq,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Ali_Mahmud_youtube_al.ghadeer.jpg,YouTube/Al-Ghadeer TV,Journalist,,Crossfire,Killed,Staff,Al-Ghadeer TV,Camera Operator,War,Television,Iraq,"Qayyarah, Nineveh province",,,"Qayyarah, Nineveh province","Qayyarah, Nineveh province",Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ali Risan,,Iraq,,,Male,,,Journalist,,Crossfire,Killed,Staff,Al-Sumaria TV,Camera Operator,War,"Television,Internet",Iraq,"Al-Shura, Nineveh Province",,,"Al-Shura, Nineveh Province","Al-Shura, Nineveh Province",Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Almigdad Mojalli,,Yemen,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/AlmigdadMojalli_silviaBattaglia180.jpg,Silvia Battaglia,Journalist,,Crossfire,Killed,Freelance,Freelance,"Broadcast Reporter,Print Reporter","Culture,Human Rights,Politics,War","Print,Internet",Yemen,Hamam Jarif,,,Hamam Jarif,,Local,Military Officials,Confirmed,,,,No,No,,,,,,,,,,
,Confirmed,Awab al-Zubiry,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Freelance,Freelance,"Camera Operator,Photographer","Politics,War",Internet,Yemen,Taiz,,,Taiz,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,David Gilkey,,USA,,,Male,,,Journalist,,Crossfire,Killed,Staff,National Public Radio,Photographer,"Politics,War","Radio,Internet",Afghanistan,"Marjah district, Helmand province",,,"Marjah district, Helmand province","Marjah district, Helmand province",Foreign,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,El-Hadj Mohamed Diallo ,,Guinea,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,"Guinée7, Afrik",Internet Reporter,Politics,Internet,Guinea,Conakry,,,Conakry,,Local,Political Group,Confirmed,,,,No,No,No,,,,,,,,,
,Confirmed,Elidio Ramos Zárate,,Mexico,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/07192016elidio230elsur.jpg,Elidio Ramos Zarate reports on demonstrations in the Mexican state of Oaxaca shortly before his murder. (courtesy of El Sur del Itsmo),Journalist,,Murder,Killed,Staff,El Sur,Print Reporter,Crime,Print,Mexico,Oaxaca,,,Oaxaca,,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Hashim al-Hamran,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Staff,Al-Masirah TV,Camera Operator,War,Television,Yemen,"Dahyan, Saada Province",,,"Dahyan, Saada Province","Dahyan, Saada Province",Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Hassan al-Anbaki,,Iraq,,,Male,,,Journalist,,Murder,Killed,Staff,Al-Sharqiya,Camera Operator,War,Television,Iraq,"Baquba, Diyala province",,,"Baquba, Diyala province","Baquba, Diyala province",Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Ibrahim Omar,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,Al Jazeera,Camera Operator,War,Television,Syria,"Tarmanin, Idlib",,,"Tarmanin, Idlib",,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Jeroen Oerlemans ,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Oerlemans-3-Cap.jpg,Stanislav Krupar,Journalist,,Crossfire,Killed,Freelance,Freelance,Photographer,"Politics,War","Print,Internet",Libya,Sirte,,,Sirte,,Foreign,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,João Miranda do Carmo,,Brazil,,,Male,,,Journalist,,Murder,Killed,Staff,SAD Sem Censura,"Editor,Internet Reporter","Corruption,Crime,Politics",Internet,Brazil,Santo Antônio do Descoberto,,,Santo Antônio do Descoberto,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Karun Misra,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Jansandesh Times,Print Reporter,"Corruption,Crime,Politics",Print,India,"Sultanpur, Uttar Pradesh",,,"Sultanpur, Uttar Pradesh",,Local,"Criminal Group, Local Residents",Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Khaled al-Zintani ,,Libya,,,Male,,,Journalist,,Crossfire,Killed,Freelance,Freelance,Photographer,War,"Television,Internet",Libya,Benghazi,,,Benghazi,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Khaled Eissa ,,Syria,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/khaledeissa250.jpg,"Screenshot from Khaled Eissa's Instagram account, @khaledesa9",Journalist,,Murder,Killed,Freelance,Freelance,"Camera Operator,Photographer","Human Rights,War","Television,Internet",Syria,Aleppo,,,Aleppo,,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Mahad Ali Mohamed ,,Somalia,,,Male,,,Journalist,,Crossfire,Killed,Staff,Codka Mudug Radio,Broadcast Reporter,War,Radio,Somalia,Galkayo,,,Galkayo,,Local,Paramilitary Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Majid Dirani,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Freelance,Freelance,"Camera Operator,Internet Reporter",War,Internet,Syria,Daraya,,,Daraya,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Marcos Hernández Bautista ,,Mexico,,,Male,,,Journalist,,Murder,Killed,Staff,"Noticias, Voz e Imagen de Oaxaca","Broadcast Reporter,Print Reporter","Corruption,Politics","Print,Radio",Mexico,Oaxaca,,,Oaxaca,,Local,Unknown Fire,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,
